Sample_ID,Moisture,Ash,Volatile_Oil,Acid_Insoluble_Ash,Chromium,Coumarin,Fiber,Density,Oil_Content,Resin,Pesticide_Level,PH_Value,Quality_Label
SMP_05197,4.3976,1.7275,1.5119,0.1647,0.2985,0.4003,15.4675,1.1522,11.9567,0.7940,0.0935,4.9587,Low
SMP_02240,6.3409,1.8211,1.9742,0.2783,0.3145,0.4306,10.4887,0.9179,11.4318,2.0060,0.0651,6.3942,Low
SMP_10374,4.9450,1.1387,2.2843,0.7625,0.0847,0.3344,13.5303,0.8434,7.6598,2.6594,0.0453,4.9816,Low
SMP_11447,6.9928,1.6725,1.0192,0.5773,0.0559,0.1259,10.7258,0.5740,5.3805,0.6590,0.0725,5.9735,Low
SMP_05149,6.0024,1.6094,1.7810,0.1893,0.4021,0.2676,16.4885,0.9552,10.4684,0.9463,0.0617,5.4663,Medium
SMP_12269,5.4519,1.1782,1.5110,0.6993,0.0565,0.3922,11.7255,1.0511,8.4345,0.8403,0.0761,5.8705,Low
SMP_11035,5.1163,1.9927,3.0657,0.6588,0.2849,0.3970,19.5355,1.1985,13.6822,0.5771,0.0967,6.6996,High
SMP_03028,7.2984,1.3890,1.2751,0.9911,0.3451,0.4929,14.8366,0.7767,7.4719,2.9590,0.0254,4.5713,Medium
SMP_08625,6.2603,1.7878,1.8742,0.1312,0.1179,0.1670,18.7537,1.1706,9.0262,2.1408,0.0304,5.8368,High
SMP_02390,4.8068,1.5797,1.2082,0.2962,0.3935,0.2211,19.8577,0.8506,10.1654,0.5908,0.0957,5.0228,High
SMP_05182,5.6667,1.6123,3.2908,0.9346,0.3036,0.2267,12.7919,0.7551,6.8052,2.1746,0.0528,6.8204,Medium
SMP_01593,5.8385,1.2871,1.8854,0.1261,0.4917,0.3500,15.0071,0.7687,10.3938,1.4503,0.0360,5.8919,Medium
SMP_02392,4.5033,1.3776,2.3524,0.1655,0.3218,0.4973,19.6413,1.0805,7.6635,0.5561,0.0834,4.6672,High
SMP_03083,6.0618,1.2554,3.3716,0.6573,0.1537,0.2537,17.2123,0.7084,13.7961,0.9142,0.0265,4.9347,High
SMP_05227,7.0932,1.5773,2.2291,0.3339,0.0741,0.2168,16.8363,1.1488,7.5622,2.1747,0.0479,6.3827,High
SMP_14067,7.5713,1.8606,1.4826,0.2899,0.3640,0.4829,13.3524,1.1423,14.3520,1.7538,0.0772,5.0077,Low
SMP_04463,7.3758,1.3793,2.8362,0.6252,0.0606,0.2607,10.5288,0.5584,5.5601,2.9024,0.0845,5.8174,Low
SMP_08254,7.7887,1.7518,1.5434,0.4650,0.1683,0.3888,17.6663,0.9790,10.4559,1.5052,0.0985,4.5841,High
SMP_10728,5.9264,1.2100,2.4887,0.2652,0.2946,0.2720,15.3458,0.9017,5.4153,2.0933,0.0300,5.5186,Low
SMP_10388,6.5156,1.6632,1.3156,0.9448,0.1326,0.3653,13.2545,0.9920,13.1318,0.7019,0.0798,4.8631,Low
SMP_09928,5.0714,1.5397,2.1589,0.1304,0.1792,0.2526,17.9185,0.7783,14.3967,2.3517,0.0820,7.1717,High
SMP_14783,5.7063,1.7495,3.2543,0.6771,0.0709,0.2222,10.7038,0.5045,14.9742,0.8292,0.0656,5.3282,Low
SMP_02902,5.1796,1.9943,2.8339,0.4499,0.4231,0.2959,18.7283,0.6865,7.2361,1.1183,0.0539,5.3740,Medium
SMP_04100,5.1649,1.2213,1.8782,0.6422,0.3418,0.2190,19.4740,0.6834,12.1214,0.7038,0.0665,5.8799,High
SMP_12546,5.5838,1.8042,2.9974,0.7795,0.4144,0.1095,17.1324,1.0564,8.8463,1.7880,0.0820,7.2734,High
SMP_12511,4.6968,1.3482,1.8705,0.8421,0.2734,0.2501,18.0517,1.1237,8.2379,2.9632,0.0536,4.6858,High
SMP_02541,7.0272,1.0717,3.1254,0.8464,0.2627,0.3242,17.1341,0.9738,5.1654,0.8061,0.0163,6.7671,High
SMP_10512,6.2846,1.2438,1.7178,0.9065,0.2623,0.3834,12.6946,0.9172,11.8343,1.2584,0.0438,7.0283,Medium
SMP_11091,7.9416,1.5488,1.3577,0.9306,0.3693,0.1156,13.6341,0.7981,10.2938,1.2900,0.0722,6.1384,Medium
SMP_10346,4.7516,1.4948,1.2838,0.5655,0.4197,0.2935,13.2794,0.5966,8.5884,2.6421,0.0392,5.0547,Low
SMP_07949,4.8930,1.8893,2.6258,0.2953,0.4595,0.1975,16.6202,0.8167,5.9762,2.3832,0.0328,5.5801,Medium
SMP_05849,4.5544,1.7985,3.2577,0.3767,0.4447,0.1221,16.7736,0.8693,7.7675,2.4206,0.0213,5.7485,Medium
SMP_07039,4.1553,1.0109,3.4903,0.4511,0.1605,0.3191,10.0834,0.5091,6.1278,2.5064,0.0249,6.0104,Low
SMP_13024,6.8970,1.7708,1.3144,0.3852,0.1907,0.1674,10.4140,0.9778,10.9445,1.4618,0.0363,5.3846,Low
SMP_04185,6.6444,1.5991,3.2452,0.1792,0.1466,0.4461,18.2214,0.6345,6.0774,2.6407,0.0179,7.1134,High
SMP_12531,4.7843,1.2063,1.0233,0.7286,0.3735,0.4267,14.8478,0.7330,11.6823,2.3817,0.0777,6.0594,Low
SMP_02577,6.4410,1.7769,2.3790,0.1537,0.3677,0.2533,13.2029,1.1942,10.9040,2.2768,0.0527,6.8100,Medium
SMP_07747,6.6257,1.1103,3.2100,0.8400,0.3711,0.4705,18.8719,1.1461,12.3545,1.4212,0.0048,4.6847,High
SMP_09586,6.7539,1.1263,3.1961,0.4734,0.4434,0.3939,17.7890,0.7631,13.1290,1.9023,0.0170,7.1770,High
SMP_10035,5.7034,1.7243,1.6022,0.6757,0.1732,0.4299,13.0574,1.0758,8.2170,1.8714,0.0791,4.7886,Low
SMP_11086,7.9436,1.4904,3.1758,0.5283,0.4758,0.3975,15.2779,0.9899,7.2679,2.6374,0.0274,6.2809,High
SMP_11125,4.9988,1.2848,1.7135,0.6638,0.2184,0.3680,10.0697,0.9317,8.8505,2.0685,0.0916,7.3873,Low
SMP_01282,6.7175,1.4876,1.1013,0.6906,0.4290,0.3882,18.2996,0.6404,13.8889,1.3055,0.0014,7.0302,High
SMP_05956,4.4476,1.7287,3.2308,0.2567,0.1606,0.4428,15.8584,0.9119,10.6288,1.0457,0.0244,7.3490,High
SMP_07750,7.1509,1.3538,3.3594,0.3494,0.1385,0.3482,19.1564,0.5988,5.4135,2.9185,0.0137,6.3226,High
SMP_05690,4.8046,1.3019,2.8559,0.2654,0.3173,0.2695,17.6304,0.6412,7.7009,1.4968,0.0167,5.8836,Medium
SMP_08879,6.3824,1.9156,2.2567,0.5750,0.2987,0.2122,14.1839,1.0933,8.9975,1.5473,0.0117,5.8907,Medium
SMP_14339,7.5007,1.3257,2.6875,0.2292,0.2980,0.4459,19.3215,0.7778,7.4804,1.0671,0.0638,5.6679,High
SMP_12912,5.8589,1.0212,3.4195,0.7693,0.0614,0.2474,13.3279,0.7392,10.3975,0.5389,0.0189,4.9860,Medium
SMP_06500,5.7409,1.0909,3.2377,0.2069,0.3939,0.4758,11.4823,0.7426,12.3107,2.2862,0.0038,4.7121,Low
SMP_08687,4.2018,1.4108,3.4024,0.6103,0.1478,0.4237,13.9735,0.5447,8.5240,2.5352,0.0221,5.4797,Low
SMP_12393,6.0437,1.9368,2.2026,0.8237,0.2183,0.4060,18.2247,0.5291,6.2017,2.7112,0.0482,6.7432,High
SMP_00416,7.9092,1.2424,2.6583,0.8552,0.2978,0.1613,17.2812,0.9202,12.3126,2.4244,0.0976,6.2207,High
SMP_05538,7.0567,1.6861,1.0886,0.5802,0.3487,0.2652,13.8480,0.8798,14.0664,1.1524,0.0400,6.4593,Medium
SMP_13389,7.5787,1.7092,1.1459,0.7876,0.0685,0.2357,14.5574,0.9540,11.7405,1.7547,0.0328,6.2977,Medium
SMP_00711,5.8093,1.4244,1.3920,0.4838,0.2919,0.1091,14.4412,1.0470,11.8005,2.0879,0.0910,4.5541,Medium
SMP_09757,7.8507,1.4584,2.2635,0.2077,0.4601,0.2555,10.4215,0.8710,13.4472,1.9774,0.0599,4.5646,Low
SMP_03529,7.6305,1.0800,2.2568,0.5618,0.4267,0.4653,19.3968,0.8988,11.7905,0.7213,0.0488,7.1936,High
SMP_02529,4.3188,1.7086,2.1476,0.6009,0.2550,0.4562,15.5875,1.1463,10.1058,1.2315,0.0356,6.0664,Medium
SMP_12326,6.8239,1.5036,2.3207,0.9788,0.1611,0.4352,11.7311,0.8201,11.5443,2.6254,0.0724,6.3770,Low
SMP_05280,7.5778,1.3970,1.9563,0.8291,0.0543,0.2805,17.1433,1.0941,13.8521,1.6643,0.0848,4.6073,High
SMP_08372,7.6052,1.5279,2.3210,0.4405,0.0735,0.2080,18.1831,0.6819,9.1237,2.0850,0.0283,6.9356,High
SMP_02894,5.8713,1.6941,1.9552,0.5825,0.2860,0.1660,16.2305,0.8075,13.0792,2.2266,0.0112,5.9663,Medium
SMP_11015,5.4380,1.9514,1.8871,0.6162,0.3588,0.3436,18.4507,0.8958,8.7460,1.8639,0.0935,6.6307,High
SMP_14752,5.5557,1.5163,2.6584,0.2396,0.3901,0.2661,16.3714,1.1434,5.8086,2.6391,0.0580,5.7228,Medium
SMP_08522,4.6199,1.5071,2.9911,0.7344,0.2415,0.1496,19.5489,0.7358,6.0313,1.3412,0.0698,5.2532,Medium
SMP_10199,7.8488,1.2708,3.0542,0.3573,0.3587,0.3672,17.9062,0.6523,14.3415,1.5736,0.0003,6.8193,High
SMP_09234,5.5999,1.2329,1.0611,0.8814,0.2516,0.4553,17.0458,0.8461,11.9877,1.2779,0.0198,4.9520,Medium
SMP_04092,4.8771,1.7069,2.3185,0.7215,0.2621,0.3811,10.3282,0.5286,13.9634,2.3743,0.0829,5.8698,Low
SMP_09801,5.7624,1.3431,1.1305,0.9546,0.2795,0.2225,18.8156,0.5966,12.0025,0.7932,0.0731,6.3079,High
SMP_02889,5.0739,1.8412,3.0199,0.6212,0.3410,0.1162,13.6714,0.6844,6.5001,1.4742,0.0355,6.6867,Medium
SMP_12187,7.9579,1.4660,1.3689,0.6983,0.2981,0.1725,11.8824,1.1441,5.3976,2.0582,0.0791,5.6208,Low
SMP_01524,4.5962,1.3462,1.1073,0.7476,0.4787,0.2057,10.8770,0.8329,13.5670,1.8800,0.0047,7.4229,Low
SMP_08453,4.5487,1.8828,1.2047,0.6032,0.4311,0.3880,14.8556,0.6607,11.0037,2.9158,0.0096,4.5947,Medium
SMP_11079,6.1015,1.0501,1.8835,0.8022,0.3990,0.3644,19.5025,0.9641,8.4522,2.1876,0.0357,6.3138,High
SMP_12295,6.7208,1.1316,1.7750,0.2938,0.3364,0.3589,13.3158,1.0205,12.8251,2.2176,0.0058,4.9382,Medium
SMP_01407,4.0638,1.8531,2.3026,0.6592,0.0912,0.2731,12.2731,0.6780,10.0410,2.5312,0.0744,6.2730,Low
SMP_08495,7.4616,1.7500,1.2405,0.4619,0.2804,0.3861,12.9342,0.7034,10.3165,1.8140,0.0113,6.6381,Medium
SMP_04741,4.5260,1.7590,2.4379,0.8609,0.4244,0.1049,12.5646,0.6266,9.6172,2.7633,0.0006,5.9646,Low
SMP_11044,7.8732,1.6376,2.7331,0.7999,0.2718,0.1622,13.0679,0.6728,13.9680,2.3210,0.0553,5.2308,Medium
SMP_05124,5.0142,1.3324,2.8010,0.7636,0.1433,0.2529,18.6996,1.0182,6.6250,1.4650,0.0974,6.0762,Medium
SMP_11727,6.5232,1.2386,1.3431,0.4678,0.1268,0.3808,15.2709,0.6715,11.1841,0.7365,0.0631,6.5029,Medium
SMP_01812,5.8900,1.9696,2.3684,0.5137,0.1992,0.3631,12.2983,0.5735,5.2724,1.2310,0.0396,6.1563,Low
SMP_08001,5.6386,1.4181,1.7806,0.8367,0.0967,0.3132,14.5822,0.8860,5.5057,2.1845,0.0014,6.0835,Low
SMP_08826,5.0836,1.6015,1.8749,0.1457,0.1196,0.1454,15.4889,0.5840,10.4268,2.3349,0.0633,6.7473,Medium
SMP_11007,7.1866,1.6935,1.7241,0.9396,0.4963,0.3696,17.4868,0.5417,9.3539,0.5617,0.0720,6.9925,High
SMP_06974,4.2796,1.7759,3.3159,0.5747,0.1126,0.3611,10.7152,0.6159,9.7074,1.1226,0.0931,6.9267,Low
SMP_12291,5.3519,1.0784,2.9793,0.3903,0.0862,0.4956,12.1447,1.0730,9.9250,1.4398,0.0668,7.0854,Medium
SMP_08659,6.6560,1.3730,3.1045,0.9826,0.3106,0.3640,18.5065,0.9709,6.9681,1.5578,0.0613,5.8914,High
SMP_10612,5.3763,1.8003,2.5169,0.2957,0.4475,0.1044,14.1807,1.0576,9.6001,1.2033,0.0919,6.5043,Medium
SMP_13670,7.2824,1.8812,2.8497,0.9956,0.0847,0.1296,16.2703,0.7306,9.3926,2.3391,0.0905,5.2141,Medium
SMP_06419,4.1867,1.5094,2.7695,0.9850,0.1201,0.3793,15.5400,0.8347,12.2185,1.0967,0.0312,5.6539,Medium
SMP_01487,4.0399,1.4717,2.0717,0.3105,0.0742,0.2718,17.8821,1.0007,13.6080,0.5240,0.0967,5.5243,Medium
SMP_12582,6.8148,1.2152,2.6465,0.5656,0.3936,0.3087,13.6640,0.5804,10.1505,1.2796,0.0899,5.2458,Low
SMP_14373,5.9199,1.2750,3.1501,0.4395,0.2730,0.1643,10.6527,0.7699,8.5531,2.9101,0.0268,5.3561,Low
SMP_00775,5.6165,1.2216,2.2801,0.5940,0.2923,0.3261,19.4871,1.1316,13.7572,2.5036,0.0944,4.7955,High
SMP_01632,7.3849,1.4549,2.9379,0.2738,0.3031,0.1299,13.4809,0.6582,12.1891,1.7253,0.0752,6.0459,Medium
SMP_07613,4.0115,1.7331,3.0062,0.2096,0.2312,0.1581,19.4881,1.0782,5.2008,2.9260,0.0142,4.7521,High
SMP_14268,5.4774,1.5436,1.1045,0.5600,0.2794,0.4338,10.7383,0.9229,13.2586,1.5343,0.0560,6.4683,Low
SMP_00470,6.1860,1.0914,2.8917,0.6242,0.1340,0.1753,11.8425,0.5400,10.8780,2.6009,0.0018,4.6471,Medium
SMP_06970,4.3737,1.8959,2.4625,0.1641,0.0548,0.2046,11.2029,0.9400,10.9672,2.6023,0.0514,5.2594,Low
SMP_10095,4.9605,1.9494,1.9551,0.4829,0.1243,0.2707,19.7329,0.8033,12.0015,2.9463,0.0623,5.3540,High
SMP_06830,6.0436,1.4093,2.0379,0.9799,0.4544,0.3904,13.2409,0.8596,11.8942,1.4865,0.0525,4.9372,Low
SMP_12759,4.2356,1.1248,2.5057,0.9942,0.4641,0.3460,13.9882,0.7709,13.6594,0.5854,0.0290,4.9231,Low
SMP_05881,4.8338,1.1756,1.9093,0.2330,0.0914,0.1971,13.9395,0.9115,12.2328,1.0571,0.0819,4.6011,Medium
SMP_11839,4.0251,1.9531,3.4084,0.9617,0.0903,0.2238,13.9917,1.1851,12.8616,2.1181,0.0385,7.4238,Medium
SMP_09888,7.2079,1.6741,1.9475,0.7446,0.4900,0.3426,17.3813,0.6659,11.5488,0.5855,0.0831,5.1630,Medium
SMP_00599,7.9668,1.7705,1.5264,0.5513,0.1552,0.2639,17.8009,1.0399,7.2811,2.8056,0.0593,5.6398,Medium
SMP_07701,7.3461,1.2872,3.3802,0.2829,0.1439,0.1387,11.1812,1.0332,7.7587,2.6729,0.0858,4.8495,Low
SMP_13137,5.8520,1.0174,1.5293,0.5730,0.1566,0.2032,13.5863,0.9532,10.3285,0.8125,0.0473,4.9417,Low
SMP_08524,5.1378,1.3230,1.8462,0.1631,0.4004,0.1731,12.0803,1.0381,5.6019,1.3400,0.0562,4.8474,Low
SMP_01906,5.8019,1.1690,1.8160,0.3728,0.0987,0.3188,17.6365,0.9029,13.2630,0.8190,0.0436,6.3283,High
SMP_04697,5.0989,1.3099,2.9426,0.3276,0.4881,0.4186,19.9972,0.8215,10.8933,1.2011,0.0604,7.4218,High
SMP_07616,6.7424,1.7051,2.6080,0.4271,0.0787,0.4693,13.1722,1.0570,8.5168,1.7369,0.0374,4.7440,Medium
SMP_07172,6.5788,1.7538,1.0669,0.2601,0.3296,0.3103,10.5136,1.1548,12.5852,1.3970,0.0537,5.6228,Low
SMP_14756,4.5582,1.3006,3.3378,0.4781,0.3692,0.2889,16.0716,1.0779,8.0659,1.7356,0.0451,6.8451,High
SMP_08058,4.9933,1.9782,1.8621,0.2303,0.0668,0.2238,18.2107,0.6722,10.9872,2.9728,0.0344,6.3480,High
SMP_07445,4.2132,1.3191,1.8547,0.1944,0.3838,0.4111,15.8318,0.7926,11.0706,2.7460,0.0358,5.5028,Low
SMP_12883,4.2401,1.6232,1.1771,0.7215,0.3816,0.1428,15.3277,1.1691,8.0335,1.1893,0.0444,6.9602,Medium
SMP_08982,6.3031,1.0564,3.4263,0.4127,0.4880,0.3139,14.6628,0.5628,5.8477,1.7843,0.0319,5.0587,Medium
SMP_04460,7.4234,1.6923,1.3825,0.5474,0.4390,0.3436,15.4552,1.1687,5.1655,0.5302,0.0893,4.6157,Medium
SMP_05497,6.7161,1.3895,3.4008,0.1519,0.0632,0.2663,11.5458,0.8814,5.0901,1.6493,0.0295,5.1071,Low
SMP_06888,6.3611,1.1224,3.4359,0.8471,0.1929,0.3254,15.5897,0.5747,9.3819,1.0195,0.0334,7.3317,High
SMP_12000,4.1653,1.8862,2.8493,0.7803,0.2597,0.3503,16.2176,1.1921,9.6889,1.4868,0.0710,6.5593,High
SMP_07503,6.4501,1.4728,1.8305,0.8947,0.2609,0.2821,10.3166,0.9476,9.5935,0.8627,0.0244,5.1071,Low
SMP_05515,7.3239,1.6382,2.7791,0.9164,0.1075,0.1333,11.2508,1.1091,10.6294,0.9402,0.0142,5.8363,Low
SMP_13399,7.9393,1.1886,1.2998,0.8315,0.3974,0.4274,14.9644,0.6533,14.0608,2.4844,0.0746,4.6074,Medium
SMP_08538,5.3829,1.2424,2.2329,0.8064,0.1716,0.2627,11.5144,0.9912,12.3741,1.7390,0.0738,6.4333,Low
SMP_12779,7.7814,1.4253,1.6615,0.4302,0.3653,0.1925,14.9456,0.5322,11.0957,1.7418,0.0467,5.1721,Medium
SMP_02838,7.8747,1.9141,2.3784,0.5005,0.0514,0.3844,15.6496,1.1563,10.9424,2.9822,0.0854,7.3608,High
SMP_06367,6.6744,1.9342,3.2344,0.8405,0.4776,0.2120,10.1240,0.7481,10.7702,1.2912,0.0045,6.0216,Low
SMP_07599,7.5823,1.7130,1.3088,0.9339,0.0708,0.3383,15.2269,0.5507,11.9585,2.9065,0.0459,6.0418,Medium
SMP_03219,5.0425,1.0595,3.2124,0.5310,0.3818,0.1059,14.8814,0.7281,5.3034,2.4392,0.0513,5.4996,Low
SMP_03574,4.5110,1.1819,2.7825,0.1044,0.4505,0.3533,14.4091,0.7320,6.2628,2.8040,0.0713,5.5092,Low
SMP_03133,4.3113,1.4096,2.2167,0.7891,0.4514,0.2350,15.2774,0.9533,8.2869,2.9639,0.0876,5.3893,Low
SMP_10459,6.1615,1.6464,2.3273,0.7648,0.4539,0.4976,13.6365,0.8637,13.8351,1.5892,0.0359,7.4069,Medium
SMP_03521,5.4945,1.1137,3.0548,0.7310,0.1458,0.2781,15.7800,0.6189,12.1492,2.2248,0.0888,6.2019,Medium
SMP_07657,5.8508,1.0672,2.6319,0.9059,0.2833,0.3809,17.7884,0.8272,7.4980,2.6502,0.0829,7.0785,High
SMP_02589,5.2093,1.6803,1.5790,0.5952,0.2239,0.4847,14.3281,0.9090,14.4477,2.9731,0.0102,7.0030,Medium
SMP_07948,7.3398,1.5080,2.2600,0.8497,0.2905,0.2310,19.2875,0.5515,11.5778,2.4636,0.0052,5.2032,High
SMP_08950,4.5576,1.2303,2.3533,0.5867,0.4098,0.2901,19.4432,0.7345,9.5903,2.4260,0.0658,5.0005,High
SMP_03354,4.9559,1.9111,3.3076,0.8691,0.2950,0.1299,10.8844,1.1277,13.7583,1.5860,0.0329,6.4324,Low
SMP_04309,6.4147,1.1567,1.2690,0.9593,0.2397,0.3593,19.0587,1.1090,10.6691,1.7198,0.0736,5.5490,Medium
SMP_01759,7.1301,1.0576,2.1956,0.6741,0.3591,0.1234,14.1861,0.9087,5.6605,0.8378,0.0664,6.0650,Low
SMP_11613,4.5193,1.5441,2.7672,0.5407,0.4558,0.3952,11.7247,1.1679,11.5488,0.9321,0.0440,5.8753,Low
SMP_13329,5.3810,1.8356,2.5507,0.6804,0.2994,0.1859,11.2624,0.6395,10.1584,2.3185,0.0968,7.4755,Low
SMP_00853,4.0739,1.5457,2.7670,0.8114,0.1372,0.2048,15.1260,0.7315,13.6052,1.6845,0.0800,6.2419,Medium
SMP_01495,5.5821,1.8537,2.8874,0.5655,0.3075,0.1520,18.4069,1.0509,11.5648,1.6655,0.0965,7.1371,High
SMP_12370,4.5812,1.7880,1.8148,0.4070,0.2698,0.3539,10.1209,1.1693,11.3255,1.5299,0.0656,6.5435,Low
SMP_02465,4.4892,1.0982,1.9623,0.9929,0.3061,0.3488,14.7102,0.9637,14.5667,1.9718,0.0066,5.9787,Medium
SMP_05141,7.6846,1.0893,2.8930,0.8892,0.2000,0.1879,17.4845,0.5636,14.4086,0.8902,0.0458,7.4484,High
SMP_09076,7.1047,1.8523,1.9943,0.7338,0.2889,0.3721,14.4992,0.5238,8.2439,1.2372,0.0925,5.8153,Low
SMP_07301,6.2244,1.7925,1.7277,0.3169,0.2830,0.2929,14.7956,0.7837,12.2706,2.0368,0.0488,6.6622,Medium
SMP_09617,6.9550,1.6371,2.8339,0.2625,0.4502,0.4290,16.3096,0.6483,10.7302,1.5902,0.0018,7.2696,High
SMP_08263,7.6034,1.6751,2.0307,0.7988,0.1860,0.4419,13.2951,1.0562,7.8131,2.7923,0.0185,6.6570,Medium
SMP_07357,5.1610,1.2265,2.7003,0.6436,0.3918,0.2708,11.7395,0.6280,13.9226,0.6873,0.0595,5.1951,Low
SMP_06012,6.9914,1.2708,1.9776,0.8228,0.2030,0.2167,16.5119,1.1828,5.6263,2.5870,0.0122,5.5347,Medium
SMP_11669,7.1034,1.9885,3.4346,0.2067,0.4151,0.3591,17.5644,0.7673,8.4763,1.5849,0.0997,4.9879,High
SMP_06207,6.7870,1.0127,3.0514,0.3398,0.1041,0.2669,15.5937,0.7173,6.2179,0.5459,0.0704,7.1594,High
SMP_00501,6.5931,1.1724,3.1810,0.6519,0.1208,0.4850,15.1837,0.5511,11.2684,1.1330,0.0804,6.9535,High
SMP_10378,6.2579,1.7301,1.0915,0.4598,0.4794,0.4047,14.8310,0.9961,5.2697,1.2315,0.0904,5.9892,Low
SMP_05251,4.2077,1.3194,2.7825,0.5567,0.2697,0.1610,13.5146,1.1713,8.4057,1.9786,0.0059,4.6916,Low
SMP_09130,7.6207,1.8940,2.5723,0.3920,0.3326,0.4858,18.8340,0.6160,13.1620,2.4945,0.0918,4.6426,High
SMP_01047,5.1577,1.6625,2.5329,0.5780,0.3574,0.3550,18.8133,0.9103,12.7861,1.1218,0.0679,7.2066,High
SMP_12727,5.0204,1.4646,1.5461,0.1136,0.2855,0.1751,13.4278,0.6584,10.9396,2.5901,0.0065,4.8860,Low
SMP_02634,4.3457,1.2391,2.3919,0.7387,0.1865,0.1374,13.1110,1.0398,13.7741,2.7823,0.0379,5.6177,Low
SMP_14042,6.1868,1.6614,3.3679,0.2327,0.4525,0.2093,13.2949,0.8299,12.7111,2.2789,0.0481,6.9420,High
SMP_08119,6.7926,1.7899,3.3524,0.9714,0.4836,0.2079,18.5163,1.1711,12.0632,2.2899,0.0885,5.3627,High
SMP_14218,4.0911,1.8849,2.2372,0.1622,0.4150,0.2640,14.3936,1.0964,5.2747,2.7079,0.0774,5.0925,Low
SMP_06180,6.3889,1.8217,2.3632,0.9414,0.4538,0.3119,14.0384,0.5386,11.3260,1.1650,0.0669,6.8963,Medium
SMP_09501,4.3750,1.6649,2.6355,0.6200,0.4496,0.2914,17.1054,0.7375,14.2464,2.8303,0.0483,6.7079,High
SMP_14665,4.4795,1.0737,3.0546,0.3858,0.4286,0.4949,11.5913,0.6915,12.6244,1.4076,0.0037,6.0008,Low
SMP_08167,4.1713,1.8288,1.0855,0.5385,0.2921,0.2354,12.7586,1.0182,8.6635,0.8094,0.0464,6.6792,Low
SMP_05747,6.6666,1.9692,3.2299,0.6432,0.2764,0.4535,12.9842,0.6565,9.1003,0.6330,0.0302,4.7511,Medium
SMP_00778,4.7294,1.9424,2.8877,0.2873,0.2020,0.4239,16.9568,1.0361,9.4121,2.2912,0.0387,5.1338,Medium
SMP_13557,4.0969,1.0685,2.9177,0.1528,0.3866,0.2508,15.0987,0.5195,8.0193,2.5930,0.0954,6.1514,Low
SMP_04503,4.6134,1.3670,3.3195,0.8302,0.1989,0.3191,14.0597,0.8264,12.6122,1.8576,0.0182,5.3072,Low
SMP_07709,6.1207,1.2593,2.0415,0.3453,0.3964,0.3475,11.5122,0.8974,14.0326,2.5820,0.0892,7.2511,Medium
SMP_04020,5.1437,1.5705,1.4834,0.4284,0.0761,0.4811,13.1731,1.0951,10.2995,1.0706,0.0194,6.5849,Medium
SMP_01195,5.1875,1.1525,1.3453,0.2191,0.1014,0.1963,13.0667,1.1732,10.7848,2.9690,0.0373,5.8729,Low
SMP_10209,4.1891,1.4143,3.3740,0.8097,0.4018,0.4589,12.0498,1.1902,9.4281,2.6082,0.0305,6.4514,Low
SMP_00052,6.5117,1.0818,3.1840,0.9288,0.0775,0.2108,18.0621,1.0238,6.8453,1.0234,0.0371,5.9536,High
SMP_04603,7.4454,1.9927,2.8288,0.2314,0.1750,0.1528,11.1556,0.8975,14.0673,2.2109,0.0801,6.0243,Low
SMP_02305,5.9148,1.7401,2.2844,0.1648,0.2481,0.3836,10.5810,0.5419,8.7061,0.9875,0.0935,6.2441,Low
SMP_07635,5.5374,1.8889,2.4552,0.3692,0.1150,0.3776,16.6472,0.7521,6.6218,2.2905,0.0271,7.0861,High
SMP_11820,6.7889,1.1779,1.9983,0.8419,0.4122,0.2826,10.3119,0.7639,8.4154,1.0019,0.0131,5.4504,Low
SMP_14644,6.2236,1.3556,1.2986,0.5180,0.3487,0.2910,17.2530,0.8763,9.6408,0.9370,0.0400,4.9600,Medium
SMP_01114,4.1423,1.9974,3.1816,0.3677,0.1659,0.2526,13.5617,0.7607,8.1828,2.0529,0.0165,7.0380,Medium
SMP_02983,5.1682,1.0696,3.1980,0.6346,0.2908,0.1526,14.8904,0.7791,8.1576,2.4305,0.0062,6.4401,Medium
SMP_00657,7.7608,1.8921,2.3389,0.5893,0.3443,0.2549,16.4723,0.5314,5.5405,1.6431,0.0550,7.1635,High
SMP_03255,6.9132,1.9649,2.1756,0.4058,0.2837,0.3914,10.0070,1.1211,13.8637,1.8533,0.0123,6.5155,Low
SMP_13206,5.1559,1.3951,2.9536,0.1066,0.4297,0.4853,17.4456,0.5093,14.5615,0.5201,0.0676,4.5031,High
SMP_01188,7.0347,1.0976,1.1007,0.7780,0.2415,0.4983,10.9726,1.0990,9.7999,2.5679,0.0818,7.2480,Low
SMP_14902,4.6444,1.3226,2.2039,0.3040,0.3828,0.4345,16.7274,0.6219,7.0255,1.6406,0.0521,5.4037,Medium
SMP_11202,6.0308,1.7016,3.0370,0.7146,0.4162,0.2235,11.2149,0.5865,11.4423,1.6744,0.0819,4.6758,Low
SMP_12539,4.8053,1.8019,2.9221,0.7516,0.4200,0.1522,16.7650,0.8419,8.0938,1.4471,0.0508,5.7290,Medium
SMP_00566,5.4201,1.4820,2.2579,0.3844,0.3782,0.4499,19.3872,1.0636,13.5059,1.8764,0.0826,5.4106,High
SMP_04119,4.1508,1.6139,3.1654,0.1370,0.2734,0.3357,11.9091,0.6768,12.8560,1.9185,0.0316,6.7943,Medium
